Date, Close/Last, Volume, Open, High, Low
06/01/2012, $54.055, 6122486, $54.85, $55.265, $54.005
05/31/2012, $55.7, 5180758, $54.86, $56.23, $54.355
05/30/2012, $54.93, 4275530, $55.785, $55.82, $54.84
05/29/2012, $56.295, 3428878, $56.21, $56.425, $55.75
05/25/2012, $55.94, 3085478, $56.22, $56.455, $55.7
05/24/2012, $56.445, 4172242, $56.53, $56.77, $55.74
05/23/2012, $56.245, 4841804, $55.19, $56.51, $54.705
05/22/2012, $55.69, 5950312, $55.325, $56.675, $55.175
05/21/2012, $55.09, 4182306, $53.8, $55.155, $53.605
05/18/2012, $53.585, 6892192, $54.165, $55.005, $53.44
05/17/2012, $54.08, 9541548, $56.055, $56.76, $53.83
05/16/2012, $56, 5087508, $56.51, $57.09, $55.955
05/15/2012, $56.205, 6750368, $55.4, $56.89, $55.28
05/14/2012, $55.535, 4513846, $55.555, $55.925, $55.135
05/11/2012, $56.09, 4015840, $55.93, $56.75, $55.925
05/10/2012, $56.205, 3714002, $56.435, $57.07, $55.97
05/09/2012, $55.945, 7417250, $55.905, $56.515, $55.825
05/08/2012, $56.54, 6045014, $56.555, $56.632, $55.755
05/07/2012, $56.815, 3857030, $56.515, $57.085, $56.375
05/04/2012, $56.8, 5860134, $56.975, $57.1225, $56.39
05/03/2012, $57.03, 5019334, $57.565, $58.07, $56.995
05/02/2012, $57.52, 4387492, $56.88, $57.7749, $56.685
05/01/2012, $57.405, 6004592, $56.355, $57.85, $56.35
04/30/2012, $56.22, 3626380, $56.865, $56.97, $56
04/27/2012, $56.945, 3642476, $57.03, $57.24, $56.655
04/26/2012, $56.685, 4151380, $56.585, $56.78, $56.04
04/25/2012, $56.745, 7972260, $55.595, $56.83, $55.365
04/24/2012, $55.26, 6313092, $54.445, $55.26, $54.445
04/23/2012, $54.5, 10376002, $52.92, $54.53, $52.875
04/20/2012, $53.63, 8446060, $52.945, $53.71, $52.415
04/19/2012, $52.85, 14551484, $53.635, $55.17, $52.17
04/18/2012, $54.825, 5995772, $54.625, $55.2375, $54.375
04/17/2012, $54.6, 4958506, $54.28, $54.835, $54.125
04/16/2012, $54.045, 4704330, $54.17, $54.75, $53.97
04/13/2012, $54.02, 4820600, $54.14, $54.34, $53.75
04/12/2012, $54.4, 5512462, $53.06, $54.585, $52.927
04/11/2012, $52.9, 4492452, $53.17, $53.595, $52.81
04/10/2012, $52.49, 8885488, $52.875, $53.28, $52.04
04/09/2012, $53.09, 5227980, $53.67, $53.67, $53.05
04/05/2012, $54.325, 4516726, $53.925, $54.66, $53.78
04/04/2012, $54.19, 7323032, $53.495, $54.58, $53.495
04/03/2012, $53.875, 8841570, $54.555, $54.73, $52.95
04/02/2012, $54.8, 6446046, $53.665, $55.03, $53.52
03/30/2012, $53.74, 4027846, $53.945, $54.245, $53.59
03/29/2012, $53.7, 7092278, $53.58, $53.845, $52.475
03/28/2012, $53.955, 7129234, $55.11, $55.265, $53.605
03/27/2012, $55.255, 3805436, $55.73, $55.8475, $55.12
03/26/2012, $55.665, 5025230, $54.74, $55.745, $54.675
03/23/2012, $54.445, 4461838, $55.205, $55.275, $54.325
03/22/2012, $55.02, 5658800, $55.61, $55.68, $54.72
03/21/2012, $56.155, 2791926, $55.93, $56.355, $55.595
03/20/2012, $55.92, 4173624, $56.19, $56.24, $55.35
03/19/2012, $56.505, 3227546, $56.24, $56.845, $56.105
03/16/2012, $56.575, 7556900, $56.68, $57.435, $56.38
03/15/2012, $56.54, 14253902, $54.265, $57.16, $54.215
03/14/2012, $53.855, 7690856, $55.245, $55.245, $53.651
03/13/2012, $55.195, 7803528, $54.32, $55.27, $53.85
03/12/2012, $54.075, 5859224, $53.945, $54.375, $53.655
03/09/2012, $53.82, 6330140, $54.675, $54.8897, $53.67
03/08/2012, $54.635, 5759560, $54.335, $54.795, $53.625
03/07/2012, $53.92, 4934070, $53.465, $54.33, $53.325
03/06/2012, $53.4, 9506358, $53.47, $53.61, $52.385
03/05/2012, $54.775, 5355052, $55.3, $55.68, $54.555
03/02/2012, $55.445, 5583682, $55.465, $56.06, $55.21
03/01/2012, $55.765, 6566824, $55.195, $56, $54.975
02/29/2012, $55.125, 5890158, $56.165, $56.4, $55.065
02/28/2012, $56.11, 3003514, $56.435, $56.545, $55.6
02/27/2012, $56.37, 3751894, $55.755, $56.975, $55.6
02/24/2012, $56.31, 3978788, $55.89, $56.85, $55.72
02/23/2012, $55.975, 5306896, $56.06, $56.06, $55.06
02/22/2012, $56.04, 4760568, $55.55, $56.3305, $55.515
02/21/2012, $55.89, 6202988, $55.575, $56.09, $55.215
02/17/2012, $55.495, 7881290, $54.825, $55.675, $54.57
02/16/2012, $54.44, 9845082, $54.65, $55, $54.16
02/15/2012, $54.705, 8621702, $56.885, $57.05, $54.43
02/14/2012, $56.585, 4501752, $56.385, $56.86, $55.94
02/13/2012, $56.59, 5280870, $56.31, $56.66, $55.755
02/10/2012, $55.815, 5768554, $56, $56, $55.265
02/09/2012, $56.4, 8769450, $57.33, $57.37, $56.165
02/08/2012, $57.175, 6083222, $57.555, $57.8588, $56.905
02/07/2012, $57.34, 6199438, $57.255, $57.53, $56.14
02/06/2012, $57.525, 4386832, $57.955, $58.055, $57.185
02/03/2012, $58.055, 4804044, $58, $58.355, $57.79
02/02/2012, $57.365, 5024460, $57.295, $57.835, $57.08
02/01/2012, $57.42, 9161946, $57.765, $58.7, $57.35
